open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_base_volume,taker_buy_quote_volume
1722470400000,0.10070000,0.10070000,0.10070000,0.10070000,0E-8,1722470459999,0E-8,0,0E-8,0E-8
1722470460000,0.10070000,0.10070000,0.10070000,0.10070000,0E-8,1722470519999,0E-8,0,0E-8,0E-8
1722470520000,0.10070000,0.10070000,0.10070000,0.10070000,0E-8,1722470579999,0E-8,0,0E-8,0E-8
1722470580000,0.10070000,0.10070000,0.10070000,0.10070000,0E-8,1722470639999,0E-8,0,0E-8,0E-8
1722470640000,0.10070000,0.10070000,0.10070000,0.10070000,0E-8,1722470699999,0E-8,0,0E-8,0E-8
1722470700000,0.10070000,0.10070000,0.10070000,0.10070000,0E-8,1722470759999,0E-8,0,0E-8,0E-8
1722470760000,0.10070000,0.10070000,0.10070000,0.10070000,0E-8,1722470819999,0E-8,0,0E-8,0E-8
1722470820000,0.10070000,0.10070000,0.10070000,0.10070000,0E-8,1722470879999,0E-8,0,0E-8,0E-8
1722470880000,0.10070000,0.10070000,0.10070000,0.10070000,0E-8,1722470939999,0E-8,0,0E-8,0E-8
1722470940000,0.10070000,0.10070000,0.10070000,0.10070000,0E-8,1722470999999,0E-8,0,0E-8,0E-8
1722471000000,0.10070000,0.10070000,0.10070000,0.10070000,0E-8,1722471059999,0E-8,0,0E-8,0E-8
1722471060000,0.10070000,0.10070000,0.10070000,0.10070000,0E-8,1722471119999,0E-8,0,0E-8,0E-8
1722471120000,0.10070000,0.10070000,0.10070000,0.10070000,0E-8,1722471179999,0E-8,0,0E-8,0E-8
1722471180000,0.10070000,0.10070000,0.10070000,0.10070000,0E-8,1722471239999,0E-8,0,0E-8,0E-8
1722471240000,0.10070000,0.10070000,0.10070000,0.10070000,0E-8,1722471299999,0E-8,0,0E-8,0E-8
1722471300000,0.10040000,0.10040000,0.10040000,0.10040000,969.00000000,1722471359999,97.28760000,2,0E-8,0E-8
1722471360000,0.10040000,0.10040000,0.10040000,0.10040000,0E-8,1722471419999,0E-8,0,0E-8,0E-8
1722471420000,0.10040000,0.10040000,0.10040000,0.10040000,0E-8,1722471479999,0E-8,0,0E-8,0E-8
1722471480000,0.10040000,0.10040000,0.10040000,0.10040000,0E-8,1722471539999,0E-8,0,0E-8,0E-8
1722471540000,0.10040000,0.10040000,0.10040000,0.10040000,0E-8,1722471599999,0E-8,0,0E-8,0E-8
1722471600000,0.10040000,0.10040000,0.10040000,0.10040000,0E-8,1722471659999,0E-8,0,0E-8,0E-8
1722471660000,0.10040000,0.10040000,0.10040000,0.10040000,0E-8,1722471719999,0E-8,0,0E-8,0E-8
1722471720000,0.10040000,0.10040000,0.10040000,0.10040000,0E-8,1722471779999,0E-8,0,0E-8,0E-8
1722471780000,0.10090000,0.10090000,0.10090000,0.10090000,27.00000000,1722471839999,2.72430000,1,27.00000000,2.72430000
1722471840000,0.10090000,0.10090000,0.10090000,0.10090000,46.00000000,1722471899999,4.64140000,2,46.00000000,4.64140000
1722471900000,0.10090000,0.10090000,0.10090000,0.10090000,38.00000000,1722471959999,3.83420000,1,38.00000000,3.83420000
1722471960000,0.10080000,0.10080000,0.10080000,0.10080000,17.00000000,1722472019999,1.71360000,1,17.00000000,1.71360000
1722472020000,0.10080000,0.10080000,0.10080000,0.10080000,155.00000000,1722472079999,15.62400000,2,155.00000000,15.62400000
1722472080000,0.10080000,0.10080000,0.10080000,0.10080000,0E-8,1722472139999,0E-8,0,0E-8,0E-8
1722472140000,0.10080000,0.10080000,0.10080000,0.10080000,0E-8,1722472199999,0E-8,0,0E-8,0E-8
1722472200000,0.10070000,0.10070000,0.10070000,0.10070000,99.00000000,1722472259999,9.96930000,1,99.00000000,9.96930000
1722472260000,0.10080000,0.10080000,0.10080000,0.10080000,14.00000000,1722472319999,1.41120000,1,14.00000000,1.41120000
1722472320000,0.10080000,0.10080000,0.10080000,0.10080000,0E-8,1722472379999,0E-8,0,0E-8,0E-8
1722472380000,0.10090000,0.10090000,0.10090000,0.10090000,21.00000000,1722472439999,2.11890000,1,21.00000000,2.11890000
1722472440000,0.10090000,0.10090000,0.10090000,0.10090000,48.00000000,1722472499999,4.84320000,3,48.00000000,4.84320000
1722472500000,0.10090000,0.10090000,0.10090000,0.10090000,10.00000000,1722472559999,1.00900000,1,10.00000000,1.00900000
1722472560000,0.10090000,0.10090000,0.10090000,0.10090000,0E-8,1722472619999,0E-8,0,0E-8,0E-8
1722472620000,0.10090000,0.10090000,0.10090000,0.10090000,0E-8,1722472679999,0E-8,0,0E-8,0E-8
1722472680000,0.10090000,0.10090000,0.10090000,0.10090000,0E-8,1722472739999,0E-8,0,0E-8,0E-8
1722472740000,0.10120000,0.10120000,0.10120000,0.10120000,99.00000000,1722472799999,10.01880000,4,99.00000000,10.01880000
1722472800000,0.10120000,0.10120000,0.10120000,0.10120000,58.00000000,1722472859999,5.86960000,3,58.00000000,5.86960000
1722472860000,0.10120000,0.10120000,0.10120000,0.10120000,94.00000000,1722472919999,9.51280000,1,94.00000000,9.51280000
1722472920000,0.10120000,0.10120000,0.10120000,0.10120000,0E-8,1722472979999,0E-8,0,0E-8,0E-8
1722472980000,0.10120000,0.10120000,0.10120000,0.10120000,0E-8,1722473039999,0E-8,0,0E-8,0E-8
1722473040000,0.10120000,0.10120000,0.10120000,0.10120000,0E-8,1722473099999,0E-8,0,0E-8,0E-8
