open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_base_volume,taker_buy_quote_volume
1738368000000,0.32879000,0.32879000,0.32840000,0.32840000,13361.00000000,1738368059999,4388.38432000,4,0E-8,0E-8
1738368060000,0.32821000,0.32821000,0.32821000,0.32821000,813.00000000,1738368119999,266.83473000,1,0E-8,0E-8
1738368120000,0.32821000,0.32821000,0.32821000,0.32821000,0E-8,1738368179999,0E-8,0,0E-8,0E-8
1738368180000,0.32864000,0.32864000,0.32864000,0.32864000,66.00000000,1738368239999,21.69024000,1,66.00000000,21.69024000
1738368240000,0.32789000,0.32789000,0.32789000,0.32789000,66.00000000,1738368299999,21.64074000,1,0E-8,0E-8
1738368300000,0.32789000,0.32789000,0.32789000,0.32789000,0E-8,1738368359999,0E-8,0,0E-8,0E-8
1738368360000,0.32789000,0.32789000,0.32789000,0.32789000,0E-8,1738368419999,0E-8,0,0E-8,0E-8
1738368420000,0.32894000,0.32894000,0.32894000,0.32894000,21.00000000,1738368479999,6.90774000,1,21.00000000,6.90774000
1738368480000,0.32894000,0.32894000,0.32894000,0.32894000,0E-8,1738368539999,0E-8,0,0E-8,0E-8
1738368540000,0.32977000,0.32977000,0.32977000,0.32977000,410.00000000,1738368599999,135.20570000,1,410.00000000,135.20570000
1738368600000,0.32977000,0.32977000,0.32977000,0.32977000,0E-8,1738368659999,0E-8,0,0E-8,0E-8
1738368660000,0.32920000,0.32920000,0.32920000,0.32920000,981.00000000,1738368719999,322.94520000,1,0E-8,0E-8
1738368720000,0.32920000,0.32920000,0.32920000,0.32920000,0E-8,1738368779999,0E-8,0,0E-8,0E-8
1738368780000,0.32920000,0.32920000,0.32920000,0.32920000,0E-8,1738368839999,0E-8,0,0E-8,0E-8
1738368840000,0.32920000,0.32920000,0.32920000,0.32920000,0E-8,1738368899999,0E-8,0,0E-8,0E-8
1738368900000,0.32920000,0.32920000,0.32920000,0.32920000,0E-8,1738368959999,0E-8,0,0E-8,0E-8
1738368960000,0.32920000,0.32920000,0.32920000,0.32920000,0E-8,1738369019999,0E-8,0,0E-8,0E-8
1738369020000,0.32920000,0.32920000,0.32920000,0.32920000,0E-8,1738369079999,0E-8,0,0E-8,0E-8
1738369080000,0.32892000,0.32892000,0.32892000,0.32892000,304.00000000,1738369139999,99.99168000,1,0E-8,0E-8
1738369140000,0.32892000,0.32892000,0.32892000,0.32892000,0E-8,1738369199999,0E-8,0,0E-8,0E-8
1738369200000,0.32892000,0.32892000,0.32892000,0.32892000,0E-8,1738369259999,0E-8,0,0E-8,0E-8
1738369260000,0.32892000,0.32892000,0.32892000,0.32892000,0E-8,1738369319999,0E-8,0,0E-8,0E-8
1738369320000,0.32924000,0.32924000,0.32924000,0.32924000,22.00000000,1738369379999,7.24328000,1,22.00000000,7.24328000
1738369380000,0.32924000,0.32924000,0.32924000,0.32924000,0E-8,1738369439999,0E-8,0,0E-8,0E-8
1738369440000,0.32924000,0.32924000,0.32924000,0.32924000,0E-8,1738369499999,0E-8,0,0E-8,0E-8
1738369500000,0.32924000,0.32924000,0.32924000,0.32924000,10.00000000,1738369559999,3.29240000,1,0E-8,0E-8
1738369560000,0.32924000,0.32924000,0.32924000,0.32924000,0E-8,1738369619999,0E-8,0,0E-8,0E-8
1738369620000,0.32924000,0.32924000,0.32924000,0.32924000,0E-8,1738369679999,0E-8,0,0E-8,0E-8
1738369680000,0.32924000,0.32924000,0.32924000,0.32924000,0E-8,1738369739999,0E-8,0,0E-8,0E-8
1738369740000,0.32837000,0.32837000,0.32837000,0.32837000,65.00000000,1738369799999,21.34405000,1,65.00000000,21.34405000
1738369800000,0.32837000,0.32837000,0.32837000,0.32837000,0E-8,1738369859999,0E-8,0,0E-8,0E-8
1738369860000,0.32837000,0.32837000,0.32837000,0.32837000,0E-8,1738369919999,0E-8,0,0E-8,0E-8
1738369920000,0.32837000,0.32837000,0.32837000,0.32837000,0E-8,1738369979999,0E-8,0,0E-8,0E-8
1738369980000,0.32837000,0.32837000,0.32837000,0.32837000,0E-8,1738370039999,0E-8,0,0E-8,0E-8
1738370040000,0.32837000,0.32837000,0.32837000,0.32837000,0E-8,1738370099999,0E-8,0,0E-8,0E-8
1738370100000,0.32837000,0.32837000,0.32837000,0.32837000,0E-8,1738370159999,0E-8,0,0E-8,0E-8
1738370160000,0.32837000,0.32837000,0.32837000,0.32837000,0E-8,1738370219999,0E-8,0,0E-8,0E-8
1738370220000,0.32837000,0.32837000,0.32837000,0.32837000,0E-8,1738370279999,0E-8,0,0E-8,0E-8
1738370280000,0.32837000,0.32837000,0.32837000,0.32837000,0E-8,1738370339999,0E-8,0,0E-8,0E-8
1738370340000,0.32837000,0.32837000,0.32837000,0.32837000,0E-8,1738370399999,0E-8,0,0E-8,0E-8
1738370400000,0.32930000,0.32930000,0.32930000,0.32930000,3.00000000,1738370459999,0.98790000,1,3.00000000,0.98790000
1738370460000,0.32930000,0.32931000,0.32930000,0.32931000,811.00000000,1738370519999,267.06980000,2,811.00000000,267.06980000
1738370520000,0.32931000,0.32931000,0.32931000,0.32931000,0E-8,1738370579999,0E-8,0,0E-8,0E-8
1738370580000,0.32931000,0.32931000,0.32931000,0.32931000,0E-8,1738370639999,0E-8,0,0E-8,0E-8
1738370640000,0.32931000,0.32931000,0.32931000,0.32931000,98.00000000,1738370699999,32.27238000,2,98.00000000,32.27238000
1738370700000,0.32931000,0.32931000,0.32931000,0.32931000,0E-8,1738370759999,0E-8,0,0E-8,0E-8
1738370760000,0.32931000,0.32931000,0.32931000,0.32931000,0E-8,1738370819999,0E-8,0,0E-8,0E-8
1738370820000,0.32931000,0.32931000,0.32931000,0.32931000,0E-8,1738370879999,0E-8,0,0E-8,0E-8
1738370880000,0.32931000,0.32931000,0.32931000,0.32931000,0E-8,1738370939999,0E-8,0,0E-8,0E-8
1738370940000,0.32931000,0.32931000,0.32931000,0.32931000,0E-8,1738370999999,0E-8,0,0E-8,0E-8
1738371000000,0.32931000,0.32931000,0.32931000,0.32931000,0E-8,1738371059999,0E-8,0,0E-8,0E-8
1738371060000,0.32931000,0.32931000,0.32931000,0.32931000,0E-8,1738371119999,0E-8,0,0E-8,0E-8
1738371120000,0.32931000,0.32931000,0.32931000,0.32931000,0E-8,1738371179999,0E-8,0,0E-8,0E-8
1738371180000,0.32931000,0.32931000,0.32931000,0.32931000,0E-8,1738371239999,0E-8,0,0E-8,0E-8
1738371240000,0.32931000,0.32931000,0.32931000,0.32931000,0E-8,1738371299999,0E-8,0,0E-8,0E-8
1738371300000,0.32931000,0.32931000,0.32931000,0.32931000,0E-8,1738371359999,0E-8,0,0E-8,0E-8
1738371360000,0.32931000,0.32931000,0.32931000,0.32931000,0E-8,1738371419999,0E-8,0,0E-8,0E-8
1738371420000,0.32931000,0.32931000,0.32931000,0.32931000,0E-8,1738371479999,0E-8,0,0E-8,0E-8
1738371480000,0.32931000,0.32931000,0.32931000,0.32931000,0E-8,1738371539999,0E-8,0,0E-8,0E-8
1738371540000,0.32931000,0.32931000,0.32931000,0.32931000,0E-8,1738371599999,0E-8,0,0E-8,0E-8
1738371600000,0.32931000,0.32931000,0.32931000,0.32931000,0E-8,1738371659999,0E-8,0,0E-8,0E-8
1738371660000,0.32931000,0.32931000,0.32931000,0.32931000,0E-8,1738371719999,0E-8,0,0E-8,0E-8
1738371720000,0.32931000,0.32931000,0.32931000,0.32931000,0E-8,1738371779999,0E-8,0,0E-8,0E-8
1738371780000,0.32931000,0.32931000,0.32931000,0.32931000,0E-8,1738371839999,0E-8,0,0E-8,0E-8
1738371840000,0.33000000,0.33000000,0.33000000,0.33000000,29.00000000,1738371899999,9.57000000,1,29.00000000,9.57000000
1738371900000,0.33000000,0.33000000,0.33000000,0.33000000,0E-8,1738371959999,0E-8,0,0E-8,0E-8
1738371960000,0.33000000,0.33000000,0.33000000,0.33000000,0E-8,1738372019999,0E-8,0,0E-8,0E-8
1738372020000,0.33000000,0.33000000,0.33000000,0.33000000,0E-8,1738372079999,0E-8,0,0E-8,0E-8
1738372080000,0.33000000,0.33000000,0.33000000,0.33000000,0E-8,1738372139999,0E-8,0,0E-8,0E-8
1738372140000,0.33000000,0.33000000,0.33000000,0.33000000,0E-8,1738372199999,0E-8,0,0E-8,0E-8
1738372200000,0.33000000,0.33000000,0.33000000,0.33000000,0E-8,1738372259999,0E-8,0,0E-8,0E-8
1738372260000,0.33000000,0.33000000,0.33000000,0.33000000,0E-8,1738372319999,0E-8,0,0E-8,0E-8
1738372320000,0.33000000,0.33000000,0.33000000,0.33000000,0E-8,1738372379999,0E-8,0,0E-8,0E-8
1738372380000,0.32935000,0.32935000,0.32935000,0.32935000,34.00000000,1738372439999,11.19790000,1,0E-8,0E-8
1738372440000,0.32935000,0.32935000,0.32935000,0.32935000,0E-8,1738372499999,0E-8,0,0E-8,0E-8
1738372500000,0.32967000,0.32967000,0.32967000,0.32967000,19.00000000,1738372559999,6.26373000,1,19.00000000,6.26373000
1738372560000,0.32967000,0.32967000,0.32967000,0.32967000,0E-8,1738372619999,0E-8,0,0E-8,0E-8
1738372620000,0.32967000,0.32967000,0.32967000,0.32967000,0E-8,1738372679999,0E-8,0,0E-8,0E-8
1738372680000,0.32967000,0.32967000,0.32967000,0.32967000,0E-8,1738372739999,0E-8,0,0E-8,0E-8
1738372740000,0.32967000,0.32967000,0.32967000,0.32967000,0E-8,1738372799999,0E-8,0,0E-8,0E-8
1738372800000,0.32967000,0.32967000,0.32967000,0.32967000,0E-8,1738372859999,0E-8,0,0E-8,0E-8
