dependent,independent,alpha,adj_r2
LINKUSDT,"['AVAXUSDT', 'BTCUSDT']",-2.203566149319366,0.7111957510092141
AVAXUSDT,"['BTCUSDT', 'LINKUSDT']",16.427438012869484,0.5516278104078103
AVAXUSDT,"['LINKUSDT', 'BTCUSDT']",16.42743801286885,0.551627810407822
BTCUSDT,"['SOLUSDT', 'WBTC']",33092.7790784493,0.4282105299595872
BTCUSDT,"['WBTC', 'SOLUSDT']",33092.779078436615,0.42821052995958664
SOLUSDT,"['BTCUSDT', 'WBTC']",132.52623068296043,0.44020616672645085
SOLUSDT,"['WBTC', 'BTCUSDT']",132.52623068319338,0.4402061667264574
WBTC,"['BTCUSDT', 'SOLUSDT']",1.0751751492592305,0.059311223084776654
WBTC,"['SOLUSDT', 'BTCUSDT']",1.0751751492592474,0.059311223084782094
BTCUSDT,"['SOLUSDT', 'XRPUSDT']",24433.2698274671,0.9007393004654682
BTCUSDT,"['XRPUSDT', 'SOLUSDT']",24433.269827467593,0.9007393004654687
SOLUSDT,"['BTCUSDT', 'XRPUSDT']",-18.253564563336415,0.6427817088088579
SOLUSDT,"['XRPUSDT', 'BTCUSDT']",-18.25356456303796,0.642781708808855
XRPUSDT,"['BTCUSDT', 'SOLUSDT']",-1.332353579166241,0.8464251892622181
XRPUSDT,"['SOLUSDT', 'BTCUSDT']",-1.3323535791660661,0.8464251892622172
BTCUSDT,"['SOLUSDT', 'BCHUSDT']",28297.716317719263,0.426857142391166
BTCUSDT,"['BCHUSDT', 'SOLUSDT']",28297.71631770084,0.42685714239116634
SOLUSDT,"['BTCUSDT', 'BCHUSDT']",95.39233835237863,0.4269397781467097
SOLUSDT,"['BCHUSDT', 'BTCUSDT']",95.39233835183296,0.4269397781466977
BCHUSDT,"['BTCUSDT', 'SOLUSDT']",0.989789521763077,0.00048701123679584235
BCHUSDT,"['SOLUSDT', 'BTCUSDT']",0.9897895217630981,0.00048701123678596137
BTCUSDT,"['SOLUSDT', 'DAIUSDT']",28297.716317719263,0.426857142391166
BTCUSDT,"['DAIUSDT', 'SOLUSDT']",28297.71631770084,0.42685714239116634
SOLUSDT,"['BTCUSDT', 'DAIUSDT']",95.39233835237863,0.4269397781467097
SOLUSDT,"['DAIUSDT', 'BTCUSDT']",95.39233835183296,0.4269397781466977
DAIUSDT,"['BTCUSDT', 'SOLUSDT']",0.989789521763077,0.00048701123679584235
DAIUSDT,"['SOLUSDT', 'BTCUSDT']",0.9897895217630981,0.00048701123678596137
BTCUSDT,"['SOLUSDT', 'LTCUSDT']",-10121.263894028823,0.8373798226722936
BTCUSDT,"['LTCUSDT', 'SOLUSDT']",-10121.2638940328,0.8373798226722942
SOLUSDT,"['BTCUSDT', 'LTCUSDT']",78.02651248586497,0.5187193498766745
SOLUSDT,"['LTCUSDT', 'BTCUSDT']",78.02651248588363,0.5187193498766702
LTCUSDT,"['BTCUSDT', 'SOLUSDT']",26.309897921562126,0.7593259254536968
LTCUSDT,"['SOLUSDT', 'BTCUSDT']",26.309897921566254,0.759325925453697
BTCUSDT,"['SOLUSDT', 'XLMUSDT']",26859.964290833952,0.8422361143670238
BTCUSDT,"['XLMUSDT', 'SOLUSDT']",26859.964290835836,0.8422361143670236
SOLUSDT,"['BTCUSDT', 'XLMUSDT']",18.975063450963056,0.5016231771791879
SOLUSDT,"['XLMUSDT', 'BTCUSDT']",18.97506344873382,0.5016231771791902
XLMUSDT,"['BTCUSDT', 'SOLUSDT']",-0.21605738668377777,0.7738937341895182
XLMUSDT,"['SOLUSDT', 'BTCUSDT']",-0.21605738668376076,0.7738937341895185
BTCUSDT,"['SOLUSDT', 'AVAXUSDT']",21005.551413228102,0.42707434199327343
BTCUSDT,"['AVAXUSDT', 'SOLUSDT']",21005.551413227855,0.4270743419932732
SOLUSDT,"['BTCUSDT', 'AVAXUSDT']",40.48073698497035,0.4562086695306157
SOLUSDT,"['AVAXUSDT', 'BTCUSDT']",40.480736984965894,0.456208669530616
AVAXUSDT,"['BTCUSDT', 'SOLUSDT']",22.136825573155562,0.09549631230530065
AVAXUSDT,"['SOLUSDT', 'BTCUSDT']",22.13682557315473,0.09549631230531153
BTCUSDT,"['WBTC', 'XRPUSDT']",78884.9464092573,0.7625858859055484
BTCUSDT,"['XRPUSDT', 'WBTC']",78884.94640930735,0.7625858859055488
WBTC,"['BTCUSDT', 'XRPUSDT']",1.0862171997508305,0.04872160744458165
WBTC,"['XRPUSDT', 'BTCUSDT']",1.0862171997507355,0.04872160744462295
XRPUSDT,"['BTCUSDT', 'WBTC']",-2.651453399570417,0.7566249354471367
XRPUSDT,"['WBTC', 'BTCUSDT']",-2.651453399572378,0.7566249354471365
BTCUSDT,"['WBTC', 'BCHUSDT']",163546.48145408026,0.03737184879988875
BTCUSDT,"['BCHUSDT', 'WBTC']",163546.481454148,0.03737184879988742
WBTC,"['BTCUSDT', 'BCHUSDT']",1.2311829931379057,0.037671716679496314
WBTC,"['BCHUSDT', 'BTCUSDT']",1.2311829931351117,0.03767171667951652
BCHUSDT,"['BTCUSDT', 'WBTC']",0.9945316405435988,0.0011654046245462846
BCHUSDT,"['WBTC', 'BTCUSDT']",0.9945316405437725,0.0011654046245567207
BTCUSDT,"['WBTC', 'DAIUSDT']",163546.48145408026,0.03737184879988875
BTCUSDT,"['DAIUSDT', 'WBTC']",163546.481454148,0.03737184879988742
WBTC,"['BTCUSDT', 'DAIUSDT']",1.2311829931379057,0.037671716679496314
WBTC,"['DAIUSDT', 'BTCUSDT']",1.2311829931351117,0.03767171667951652
DAIUSDT,"['BTCUSDT', 'WBTC']",0.9945316405435988,0.0011654046245462846
DAIUSDT,"['WBTC', 'BTCUSDT']",0.9945316405437725,0.0011654046245567207
BTCUSDT,"['WBTC', 'LTCUSDT']",17732.756597258347,0.7146081188000153
BTCUSDT,"['LTCUSDT', 'WBTC']",17732.756597281645,0.7146081188000151
WBTC,"['BTCUSDT', 'LTCUSDT']",1.059623235763968,0.03893253257755025
WBTC,"['LTCUSDT', 'BTCUSDT']",1.0596232357639677,0.03893253257754392
LTCUSDT,"['BTCUSDT', 'WBTC']",25.616808260368877,0.7139994073706194
LTCUSDT,"['WBTC', 'BTCUSDT']",25.616808260409595,0.7139994073706245
BTCUSDT,"['WBTC', 'XLMUSDT']",59929.88563053873,0.7412522025970458
BTCUSDT,"['XLMUSDT', 'WBTC']",59929.885630543184,0.7412522025970458
WBTC,"['BTCUSDT', 'XLMUSDT']",1.0464070100394185,0.037973222452225563
WBTC,"['XLMUSDT', 'BTCUSDT']",1.0464070100389813,0.03797322245221613
XLMUSDT,"['BTCUSDT', 'WBTC']",-0.2287599223424852,0.740268832085114
XLMUSDT,"['WBTC', 'BTCUSDT']",-0.22875992234232964,0.7402688320851216
BTCUSDT,"['WBTC', 'AVAXUSDT']",97078.90350766262,0.06334542217891137
BTCUSDT,"['AVAXUSDT', 'WBTC']",97078.90350773712,0.06334542217891304
WBTC,"['BTCUSDT', 'AVAXUSDT']",1.1104569508703976,0.11977330690494092
WBTC,"['AVAXUSDT', 'BTCUSDT']",1.1104569508704305,0.11977330690493915
AVAXUSDT,"['BTCUSDT', 'WBTC']",69.34528078917313,0.12872602020772272
AVAXUSDT,"['WBTC', 'BTCUSDT']",69.34528078930066,0.12872602020772927
BTCUSDT,"['XRPUSDT', 'BCHUSDT']",68698.659854541,0.7536849537978565
BTCUSDT,"['BCHUSDT', 'XRPUSDT']",68698.6598545319,0.7536849537978547
XRPUSDT,"['BTCUSDT', 'BCHUSDT']",-2.376017876777255,0.7536274340526774
XRPUSDT,"['BCHUSDT', 'BTCUSDT']",-2.376017876771019,0.7536274340526833
BCHUSDT,"['BTCUSDT', 'XRPUSDT']",0.9900834046399951,0.00047370192400675304
BCHUSDT,"['XRPUSDT', 'BTCUSDT']",0.9900834046400191,0.0004737019239742235
BTCUSDT,"['XRPUSDT', 'DAIUSDT']",68698.659854541,0.7536849537978565
BTCUSDT,"['DAIUSDT', 'XRPUSDT']",68698.6598545319,0.7536849537978547
XRPUSDT,"['BTCUSDT', 'DAIUSDT']",-2.376017876777255,0.7536274340526774
XRPUSDT,"['DAIUSDT', 'BTCUSDT']",-2.376017876771019,0.7536274340526833
DAIUSDT,"['BTCUSDT', 'XRPUSDT']",0.9900834046399951,0.00047370192400675304
DAIUSDT,"['XRPUSDT', 'BTCUSDT']",0.9900834046400191,0.0004737019239742235
BTCUSDT,"['XRPUSDT', 'LTCUSDT']",30995.19530095428,0.7877610614159072
BTCUSDT,"['LTCUSDT', 'XRPUSDT']",30995.19530094928,0.7877610614159063
XRPUSDT,"['BTCUSDT', 'LTCUSDT']",-2.20967415730295,0.8158101867621497
XRPUSDT,"['LTCUSDT', 'BTCUSDT']",-2.209674157303347,0.8158101867621474
LTCUSDT,"['BTCUSDT', 'XRPUSDT']",41.45157219935405,0.7857552360943976
LTCUSDT,"['XRPUSDT', 'BTCUSDT']",41.45157219926436,0.7857552360943945
BTCUSDT,"['XRPUSDT', 'XLMUSDT']",50182.18274228294,0.772906396788895
BTCUSDT,"['XLMUSDT', 'XRPUSDT']",50182.18274228314,0.7729063967888943
XRPUSDT,"['BTCUSDT', 'XLMUSDT']",-0.6445208738832591,0.8877383778397077
XRPUSDT,"['XLMUSDT', 'BTCUSDT']",-0.6445208738161476,0.8877383778397081
XLMUSDT,"['BTCUSDT', 'XRPUSDT']",-0.0453975019786967,0.8815323499627318
XLMUSDT,"['XRPUSDT', 'BTCUSDT']",-0.045397501979537236,0.8815323499627331
BTCUSDT,"['XRPUSDT', 'AVAXUSDT']",47061.74398113252,0.7590152384329583
BTCUSDT,"['AVAXUSDT', 'XRPUSDT']",47061.743981131935,0.7590152384329583
XRPUSDT,"['BTCUSDT', 'AVAXUSDT']",-1.8149412304986803,0.7541143339766962
XRPUSDT,"['AVAXUSDT', 'BTCUSDT']",-1.8149412304987802,0.7541143339766957
AVAXUSDT,"['BTCUSDT', 'XRPUSDT']",24.498063092917622,0.04868362048511321
AVAXUSDT,"['XRPUSDT', 'BTCUSDT']",24.498063092924678,0.04868362048511854
BTCUSDT,"['BCHUSDT', 'DAIUSDT']",97681.38992369236,0.0002886890371538442
BTCUSDT,"['DAIUSDT', 'BCHUSDT']",97681.38992369236,0.0002886890371538442
BCHUSDT,"['BTCUSDT', 'DAIUSDT']",1.430470325525235e-13,1.0
BCHUSDT,"['DAIUSDT', 'BTCUSDT']",1.2805701377766043e-11,1.0
DAIUSDT,"['BTCUSDT', 'BCHUSDT']",1.430470325525235e-13,1.0
DAIUSDT,"['BCHUSDT', 'BTCUSDT']",1.2805701377766043e-11,1.0
BTCUSDT,"['BCHUSDT', 'LTCUSDT']",37964.56460857765,0.713701091273525
BTCUSDT,"['LTCUSDT', 'BCHUSDT']",37964.56460853795,0.7137010912735237
BCHUSDT,"['BTCUSDT', 'LTCUSDT']",0.9890422884037735,0.0011132660001991201
BCHUSDT,"['LTCUSDT', 'BTCUSDT']",0.9890422884037762,0.0011132660002320938
LTCUSDT,"['BTCUSDT', 'BCHUSDT']",-11.964767979836022,0.7136092570651609
LTCUSDT,"['BCHUSDT', 'BTCUSDT']",-11.964767979486467,0.7136092570651678
BTCUSDT,"['BCHUSDT', 'XLMUSDT']",79570.8517089054,0.7402724422016809
BTCUSDT,"['XLMUSDT', 'BCHUSDT']",79570.85170889343,0.7402724422016808
BCHUSDT,"['BTCUSDT', 'XLMUSDT']",0.9907049130069738,0.0011721866095091293
BCHUSDT,"['XLMUSDT', 'BTCUSDT']",0.9907049130070551,0.0011721866095049105
XLMUSDT,"['BTCUSDT', 'BCHUSDT']",-0.45579581999897256,0.7401891946612624
XLMUSDT,"['BCHUSDT', 'BTCUSDT']",-0.4557958199965439,0.7401891946612618
BTCUSDT,"['BCHUSDT', 'AVAXUSDT']",105723.32159127691,0.0474969705695768
BTCUSDT,"['AVAXUSDT', 'BCHUSDT']",105723.32159123747,0.04749697056957647
BCHUSDT,"['BTCUSDT', 'AVAXUSDT']",0.9877496184264138,0.0035437612547488673
BCHUSDT,"['AVAXUSDT', 'BTCUSDT']",0.9877496184264387,0.0035437612547442043
AVAXUSDT,"['BTCUSDT', 'BCHUSDT']",-21.490686504009705,0.049727602851640684
AVAXUSDT,"['BCHUSDT', 'BTCUSDT']",-21.490686503391238,0.04972760285160538
BTCUSDT,"['DAIUSDT', 'LTCUSDT']",37964.56460857765,0.713701091273525
BTCUSDT,"['LTCUSDT', 'DAIUSDT']",37964.56460853795,0.7137010912735237
DAIUSDT,"['BTCUSDT', 'LTCUSDT']",0.9890422884037735,0.0011132660001991201
DAIUSDT,"['LTCUSDT', 'BTCUSDT']",0.9890422884037762,0.0011132660002320938
LTCUSDT,"['BTCUSDT', 'DAIUSDT']",-11.964767979836022,0.7136092570651609
LTCUSDT,"['DAIUSDT', 'BTCUSDT']",-11.964767979486467,0.7136092570651678
BTCUSDT,"['DAIUSDT', 'XLMUSDT']",79570.8517089054,0.7402724422016809
BTCUSDT,"['XLMUSDT', 'DAIUSDT']",79570.85170889343,0.7402724422016808
DAIUSDT,"['BTCUSDT', 'XLMUSDT']",0.9907049130069738,0.0011721866095091293
DAIUSDT,"['XLMUSDT', 'BTCUSDT']",0.9907049130070551,0.0011721866095049105
XLMUSDT,"['BTCUSDT', 'DAIUSDT']",-0.45579581999897256,0.7401891946612624
XLMUSDT,"['DAIUSDT', 'BTCUSDT']",-0.4557958199965439,0.7401891946612618
BTCUSDT,"['DAIUSDT', 'AVAXUSDT']",105723.32159127691,0.0474969705695768
BTCUSDT,"['AVAXUSDT', 'DAIUSDT']",105723.32159123747,0.04749697056957647
DAIUSDT,"['BTCUSDT', 'AVAXUSDT']",0.9877496184264138,0.0035437612547488673
DAIUSDT,"['AVAXUSDT', 'BTCUSDT']",0.9877496184264387,0.0035437612547442043
AVAXUSDT,"['BTCUSDT', 'DAIUSDT']",-21.490686504009705,0.049727602851640684
AVAXUSDT,"['DAIUSDT', 'BTCUSDT']",-21.490686503391238,0.04972760285160538
BTCUSDT,"['LTCUSDT', 'XLMUSDT']",27191.38883350587,0.7882967697972314
BTCUSDT,"['XLMUSDT', 'LTCUSDT']",27191.38883351203,0.7882967697972296
LTCUSDT,"['BTCUSDT', 'XLMUSDT']",35.875672810040754,0.767647264613249
LTCUSDT,"['XLMUSDT', 'BTCUSDT']",35.875672811059275,0.7676472646132467
XLMUSDT,"['BTCUSDT', 'LTCUSDT']",-0.31386292887978506,0.7891994979873904
XLMUSDT,"['LTCUSDT', 'BTCUSDT']",-0.3138629288798419,0.7891994979873893
BTCUSDT,"['LTCUSDT', 'AVAXUSDT']",13991.757303777918,0.744031169537601
BTCUSDT,"['AVAXUSDT', 'LTCUSDT']",13991.757303788097,0.7440311695375987
LTCUSDT,"['BTCUSDT', 'AVAXUSDT']",1.1870057058465537,0.783886471985717
LTCUSDT,"['AVAXUSDT', 'BTCUSDT']",1.1870057058421224,0.7838864719857175
AVAXUSDT,"['BTCUSDT', 'LTCUSDT']",19.357196604383745,0.2811651794833143
AVAXUSDT,"['LTCUSDT', 'BTCUSDT']",19.357196604375872,0.2811651794833082
BTCUSDT,"['XLMUSDT', 'AVAXUSDT']",54554.253066942096,0.7462743666069602
BTCUSDT,"['AVAXUSDT', 'XLMUSDT']",54554.253066940015,0.7462743666069598
XLMUSDT,"['BTCUSDT', 'AVAXUSDT']",-0.32877078165356677,0.7642606094113085
XLMUSDT,"['AVAXUSDT', 'BTCUSDT']",-0.32877078165359486,0.764260609411308
AVAXUSDT,"['BTCUSDT', 'XLMUSDT']",36.95145028179283,0.1357180195983625
AVAXUSDT,"['XLMUSDT', 'BTCUSDT']",36.951450282374864,0.1357180195983958
ETHUSDT,"['ADAUSDT', 'BNBUSDT']",1647.165691542062,0.3807995533561299
ETHUSDT,"['BNBUSDT', 'ADAUSDT']",1647.1656915419903,0.3807995533561279
ADAUSDT,"['ETHUSDT', 'BNBUSDT']",-0.21781355536361952,0.27650882190625314
ADAUSDT,"['BNBUSDT', 'ETHUSDT']",-0.21781355536364372,0.27650882190625414
BNBUSDT,"['ETHUSDT', 'ADAUSDT']",194.94399979582022,0.3273321086852171
BNBUSDT,"['ADAUSDT', 'ETHUSDT']",194.94399979588007,0.32733210868521967
ETHUSDT,"['ADAUSDT', 'DOGEUSDT']",2406.493912868226,0.277321564729185
ETHUSDT,"['DOGEUSDT', 'ADAUSDT']",2406.4939128682795,0.27732156472918346
ADAUSDT,"['ETHUSDT', 'DOGEUSDT']",-0.017983501900258502,0.4603213706832696
ADAUSDT,"['DOGEUSDT', 'ETHUSDT']",-0.017983501900611674,0.46032137068327017
DOGEUSDT,"['ETHUSDT', 'ADAUSDT']",-0.058859362999481996,0.4362912892020584
DOGEUSDT,"['ADAUSDT', 'ETHUSDT']",-0.05885936299938309,0.43629128920206384
ETHUSDT,"['ADAUSDT', 'LINKUSDT']",1880.8640772582135,0.3639365574589668
ETHUSDT,"['LINKUSDT', 'ADAUSDT']",1880.8640772581343,0.363936557458966
ADAUSDT,"['ETHUSDT', 'LINKUSDT']",-0.14041779453851294,0.778777233215306
ADAUSDT,"['LINKUSDT', 'ETHUSDT']",-0.14041779453853026,0.7787772332153075
LINKUSDT,"['ETHUSDT', 'ADAUSDT']",2.046414308481868,0.8125085071928899
LINKUSDT,"['ADAUSDT', 'ETHUSDT']",2.0464143084884237,0.8125085071928886
ETHUSDT,"['ADAUSDT', 'SOLUSDT']",1792.4909094637544,0.3817381289622177
ETHUSDT,"['SOLUSDT', 'ADAUSDT']",1792.490909463746,0.3817381289622157
ADAUSDT,"['ETHUSDT', 'SOLUSDT']",-0.1764594944533286,0.27037623950332534
ADAUSDT,"['SOLUSDT', 'ETHUSDT']",-0.17645949445331596,0.270376239503324
SOLUSDT,"['ETHUSDT', 'ADAUSDT']",37.11410201233886,0.3172686518053436
SOLUSDT,"['ADAUSDT', 'ETHUSDT']",37.114102012357066,0.3172686518053419
ETHUSDT,"['ADAUSDT', 'WBTC']",3180.992900477775,0.2507514682442056
ETHUSDT,"['WBTC', 'ADAUSDT']",3180.9929004765872,0.25075146824420724
ADAUSDT,"['ETHUSDT', 'WBTC']",0.5360647721548525,0.26932231116494687
ADAUSDT,"['WBTC', 'ETHUSDT']",0.5360647721535422,0.26932231116494654
WBTC,"['ETHUSDT', 'ADAUSDT']",1.0822998330969722,0.07887198802485318
WBTC,"['ADAUSDT', 'ETHUSDT']",1.0822998330969504,0.07887198802485018
ETHUSDT,"['ADAUSDT', 'XRPUSDT']",2171.5036149718844,0.3623138498199754
ETHUSDT,"['XRPUSDT', 'ADAUSDT']",2171.503614972161,0.36231384981997994
ADAUSDT,"['ETHUSDT', 'XRPUSDT']",-0.1011090137071985,0.8024013423154853
ADAUSDT,"['XRPUSDT', 'ETHUSDT']",-0.10110901370718554,0.8024013423154863
XRPUSDT,"['ETHUSDT', 'ADAUSDT']",0.30313558194634277,0.7524007814042595
XRPUSDT,"['ADAUSDT', 'ETHUSDT']",0.30313558194775325,0.7524007814042621
ETHUSDT,"['ADAUSDT', 'BCHUSDT']",341.18877964017906,0.24504500189074063
ETHUSDT,"['BCHUSDT', 'ADAUSDT']",341.1887796354807,0.24504500189074074
ADAUSDT,"['ETHUSDT', 'BCHUSDT']",0.475047684587989,0.24385199019407222
ADAUSDT,"['BCHUSDT', 'ETHUSDT']",0.47504768458863433,0.24385199019407333
BCHUSDT,"['ETHUSDT', 'ADAUSDT']",0.9860576257691209,0.0025602576256485987
BCHUSDT,"['ADAUSDT', 'ETHUSDT']",0.9860576257691345,0.002560257625649376
ETHUSDT,"['ADAUSDT', 'DAIUSDT']",341.18877964017906,0.24504500189074063
ETHUSDT,"['DAIUSDT', 'ADAUSDT']",341.1887796354807,0.24504500189074074
ADAUSDT,"['ETHUSDT', 'DAIUSDT']",0.475047684587989,0.24385199019407222
ADAUSDT,"['DAIUSDT', 'ETHUSDT']",0.47504768458863433,0.24385199019407333
DAIUSDT,"['ETHUSDT', 'ADAUSDT']",0.9860576257691209,0.0025602576256485987
DAIUSDT,"['ADAUSDT', 'ETHUSDT']",0.9860576257691345,0.002560257625649376
ETHUSDT,"['ADAUSDT', 'LTCUSDT']",2200.2158855588723,0.2572325587274451
ETHUSDT,"['LTCUSDT', 'ADAUSDT']",2200.2158855587954,0.25723255872744466
ADAUSDT,"['ETHUSDT', 'LTCUSDT']",-0.3742849236440017,0.7382082616599415
ADAUSDT,"['LTCUSDT', 'ETHUSDT']",-0.37428492364412463,0.7382082616599404
LTCUSDT,"['ETHUSDT', 'ADAUSDT']",34.381515812505256,0.7347806301917923
LTCUSDT,"['ADAUSDT', 'ETHUSDT']",34.381515812535724,0.7347806301917912
ETHUSDT,"['ADAUSDT', 'XLMUSDT']",2069.1948520887763,0.332981361122912
ETHUSDT,"['XLMUSDT', 'ADAUSDT']",2069.194852088912,0.3329813611229159
ADAUSDT,"['ETHUSDT', 'XLMUSDT']",0.02313381144100251,0.8988593595582685
ADAUSDT,"['XLMUSDT', 'ETHUSDT']",0.023133811440739508,0.8988593595582703
XLMUSDT,"['ETHUSDT', 'ADAUSDT']",-0.026307140874369618,0.8827160431489455
XLMUSDT,"['ADAUSDT', 'ETHUSDT']",-0.026307140874135073,0.882716043148941
ETHUSDT,"['ADAUSDT', 'AVAXUSDT']",1839.5417194359202,0.41358959557152
ETHUSDT,"['AVAXUSDT', 'ADAUSDT']",1839.5417194360052,0.41358959557151553
ADAUSDT,"['ETHUSDT', 'AVAXUSDT']",-0.13289072777324507,0.38459165898484626
ADAUSDT,"['AVAXUSDT', 'ETHUSDT']",-0.13289072777323896,0.38459165898484526
AVAXUSDT,"['ETHUSDT', 'ADAUSDT']",1.7961164193236274,0.5060565710414244
AVAXUSDT,"['ADAUSDT', 'ETHUSDT']",1.796116419330993,0.5060565710414251
ETHUSDT,"['BNBUSDT', 'DOGEUSDT']",1823.7007964599875,0.31822294067841517
ETHUSDT,"['DOGEUSDT', 'BNBUSDT']",1823.7007964600562,0.31822294067841717
BNBUSDT,"['ETHUSDT', 'DOGEUSDT']",233.2945179372211,0.47923384352726095
BNBUSDT,"['DOGEUSDT', 'ETHUSDT']",233.29451793706926,0.47923384352726217
DOGEUSDT,"['ETHUSDT', 'BNBUSDT']",-0.1688372040570414,0.41494752667186385
DOGEUSDT,"['BNBUSDT', 'ETHUSDT']",-0.16883720405708003,0.41494752667186563
ETHUSDT,"['BNBUSDT', 'LINKUSDT']",1192.7245766468097,0.5014962567876943
ETHUSDT,"['LINKUSDT', 'BNBUSDT']",1192.7245766470392,0.5014962567876954
BNBUSDT,"['ETHUSDT', 'LINKUSDT']",181.9289636789973,0.29678512847926797
BNBUSDT,"['LINKUSDT', 'ETHUSDT']",181.9289636790171,0.2967851284792672
LINKUSDT,"['ETHUSDT', 'BNBUSDT']",0.2833267159969669,0.3589788840078292
LINKUSDT,"['BNBUSDT', 'ETHUSDT']",0.2833267159977219,0.35897888400782774
ETHUSDT,"['BNBUSDT', 'SOLUSDT']",1623.8066601827486,0.33786062422115715
ETHUSDT,"['SOLUSDT', 'BNBUSDT']",1623.806660182854,0.3378606242211585
BNBUSDT,"['ETHUSDT', 'SOLUSDT']",118.14606587978216,0.578109084304993
BNBUSDT,"['SOLUSDT', 'ETHUSDT']",118.14606587976634,0.5781090843049903
SOLUSDT,"['ETHUSDT', 'BNBUSDT']",-4.753702934970916,0.5753964782829066
SOLUSDT,"['BNBUSDT', 'ETHUSDT']",-4.75370293498938,0.5753964782829062
ETHUSDT,"['BNBUSDT', 'WBTC']",3135.6835206621554,0.32793996646564993
ETHUSDT,"['WBTC', 'BNBUSDT']",3135.6835206588494,0.32793996646564916
BNBUSDT,"['ETHUSDT', 'WBTC']",81.99524316880043,0.29883673870504124
BNBUSDT,"['WBTC', 'ETHUSDT']",81.995243169063,0.29883673870504135
WBTC,"['ETHUSDT', 'BNBUSDT']",1.0827532302063811,0.04929486938659533
WBTC,"['BNBUSDT', 'ETHUSDT']",1.0827532302063605,0.04929486938659644
ETHUSDT,"['BNBUSDT', 'XRPUSDT']",1617.6776282504397,0.3050639797084389
ETHUSDT,"['XRPUSDT', 'BNBUSDT']",1617.677628250812,0.3050639797084381
BNBUSDT,"['ETHUSDT', 'XRPUSDT']",191.59225705572635,0.49690877499841823
BNBUSDT,"['XRPUSDT', 'ETHUSDT']",191.5922570557335,0.4969087749984181
XRPUSDT,"['ETHUSDT', 'BNBUSDT']",-0.9889663518361759,0.32197678485862724
XRPUSDT,"['BNBUSDT', 'ETHUSDT']",-0.9889663518366187,0.32197678485863124
ETHUSDT,"['BNBUSDT', 'BCHUSDT']",293.58875302328283,0.2971697694993096
ETHUSDT,"['BCHUSDT', 'BNBUSDT']",293.58875301937985,0.29716976949931606
BNBUSDT,"['ETHUSDT', 'BCHUSDT']",202.16031815375953,0.2963104833766611
BNBUSDT,"['BCHUSDT', 'ETHUSDT']",202.16031815352284,0.29631048337666455
BCHUSDT,"['ETHUSDT', 'BNBUSDT']",0.9863063644548188,0.0016255041630147682
BCHUSDT,"['BNBUSDT', 'ETHUSDT']",0.9863063644547945,0.0016255041630008904
ETHUSDT,"['BNBUSDT', 'DAIUSDT']",293.58875302328283,0.2971697694993096
ETHUSDT,"['DAIUSDT', 'BNBUSDT']",293.58875301937985,0.29716976949931606
BNBUSDT,"['ETHUSDT', 'DAIUSDT']",202.16031815375953,0.2963104833766611
BNBUSDT,"['DAIUSDT', 'ETHUSDT']",202.16031815352284,0.29631048337666455
DAIUSDT,"['ETHUSDT', 'BNBUSDT']",0.9863063644548188,0.0016255041630147682
DAIUSDT,"['BNBUSDT', 'ETHUSDT']",0.9863063644547945,0.0016255041630008904
ETHUSDT,"['BNBUSDT', 'LTCUSDT']",1561.8987787430528,0.3325255095100361
ETHUSDT,"['LTCUSDT', 'BNBUSDT']",1561.8987787431392,0.33252550951003546
BNBUSDT,"['ETHUSDT', 'LTCUSDT']",117.30371526581354,0.4536492234860423
BNBUSDT,"['LTCUSDT', 'ETHUSDT']",117.30371526577835,0.45364922348603987
LTCUSDT,"['ETHUSDT', 'BNBUSDT']",9.291405821557753,0.4046759760491361
LTCUSDT,"['BNBUSDT', 'ETHUSDT']",9.291405821550413,0.4046759760491325
ETHUSDT,"['BNBUSDT', 'XLMUSDT']",1753.588166101821,0.2999261381813323
ETHUSDT,"['XLMUSDT', 'BNBUSDT']",1753.588166101962,0.2999261381813335
BNBUSDT,"['ETHUSDT', 'XLMUSDT']",217.77964487713592,0.4438726727754164
BNBUSDT,"['XLMUSDT', 'ETHUSDT']",217.779644877092,0.4438726727754272
XLMUSDT,"['ETHUSDT', 'BNBUSDT']",-0.20833327246440211,0.30638306460322495
XLMUSDT,"['BNBUSDT', 'ETHUSDT']",-0.20833327246445432,0.3063830646032226
ETHUSDT,"['BNBUSDT', 'AVAXUSDT']",724.7299122370459,0.6340116034362149
ETHUSDT,"['AVAXUSDT', 'BNBUSDT']",724.7299122372478,0.6340116034362168
BNBUSDT,"['ETHUSDT', 'AVAXUSDT']",180.94501891465399,0.40213640049068067
BNBUSDT,"['AVAXUSDT', 'ETHUSDT']",180.9450189146355,0.40213640049068256
AVAXUSDT,"['ETHUSDT', 'BNBUSDT']",4.975569698877218,0.48388261443995706
AVAXUSDT,"['BNBUSDT', 'ETHUSDT']",4.9755696988813005,0.4838826144399577
ETHUSDT,"['DOGEUSDT', 'LINKUSDT']",1934.4851446437829,0.3957812965444649
ETHUSDT,"['LINKUSDT', 'DOGEUSDT']",1934.4851446438233,0.3957812965444659
DOGEUSDT,"['ETHUSDT', 'LINKUSDT']",-0.08872871755691315,0.2768074975359305
DOGEUSDT,"['LINKUSDT', 'ETHUSDT']",-0.08872871755690823,0.2768074975359305
