dependent,independent,alpha,adj_r2
LINKUSDT,"['ETHUSDT', 'DOGEUSDT']",1.1965741769972262,0.4132053612282106
LINKUSDT,"['DOGEUSDT', 'ETHUSDT']",1.1965741769941562,0.4132053612282066
ETHUSDT,"['DOGEUSDT', 'SOLUSDT']",1921.30290731332,0.2918047234180151
ETHUSDT,"['SOLUSDT', 'DOGEUSDT']",1921.3029073132666,0.2918047234180159
DOGEUSDT,"['ETHUSDT', 'SOLUSDT']",-0.1578294243526727,0.7098686388475519
DOGEUSDT,"['SOLUSDT', 'ETHUSDT']",-0.1578294243526948,0.7098686388475508
SOLUSDT,"['ETHUSDT', 'DOGEUSDT']",59.69511619103923,0.740088182458517
SOLUSDT,"['DOGEUSDT', 'ETHUSDT']",59.69511619095766,0.7400881824585239
ETHUSDT,"['DOGEUSDT', 'WBTC']",3367.1703989605294,0.21726180988518207
ETHUSDT,"['WBTC', 'DOGEUSDT']",3367.1703989591642,0.2172618098851813
DOGEUSDT,"['ETHUSDT', 'WBTC']",0.22067610758218167,0.2451463676373702
DOGEUSDT,"['WBTC', 'ETHUSDT']",0.2206761075815709,0.24514636763737008
WBTC,"['ETHUSDT', 'DOGEUSDT']",1.075856301264543,0.08896016382188443
WBTC,"['DOGEUSDT', 'ETHUSDT']",1.0758563012645785,0.0889601638218881
ETHUSDT,"['DOGEUSDT', 'XRPUSDT']",2621.560265874172,0.21015818771807637
ETHUSDT,"['XRPUSDT', 'DOGEUSDT']",2621.560265874173,0.21015818771807693
DOGEUSDT,"['ETHUSDT', 'XRPUSDT']",-0.07987086985254552,0.4150656148954893
DOGEUSDT,"['XRPUSDT', 'ETHUSDT']",-0.07987086985254177,0.4150656148954882
XRPUSDT,"['ETHUSDT', 'DOGEUSDT']",0.2848058401763489,0.298297689437246
XRPUSDT,"['DOGEUSDT', 'ETHUSDT']",0.28480584017496313,0.29829768943724144
ETHUSDT,"['DOGEUSDT', 'BCHUSDT']",184.16098070041122,0.21199706356675774
ETHUSDT,"['BCHUSDT', 'DOGEUSDT']",184.16098069534624,0.21199706356675296
DOGEUSDT,"['ETHUSDT', 'BCHUSDT']",0.2802755706745339,0.21111245532785694
DOGEUSDT,"['BCHUSDT', 'ETHUSDT']",0.28027557067500564,0.21111245532785783
BCHUSDT,"['ETHUSDT', 'DOGEUSDT']",0.9857644056822934,0.0037337247318307565
BCHUSDT,"['DOGEUSDT', 'ETHUSDT']",0.9857644056822958,0.0037337247318364186
ETHUSDT,"['DOGEUSDT', 'DAIUSDT']",184.16098070041122,0.21199706356675774
ETHUSDT,"['DAIUSDT', 'DOGEUSDT']",184.16098069534624,0.21199706356675296
DOGEUSDT,"['ETHUSDT', 'DAIUSDT']",0.2802755706745339,0.21111245532785694
DOGEUSDT,"['DAIUSDT', 'ETHUSDT']",0.28027557067500564,0.21111245532785783
DAIUSDT,"['ETHUSDT', 'DOGEUSDT']",0.9857644056822934,0.0037337247318307565
DAIUSDT,"['DOGEUSDT', 'ETHUSDT']",0.9857644056822958,0.0037337247318364186
ETHUSDT,"['DOGEUSDT', 'LTCUSDT']",2107.390355232552,0.28080709794851566
ETHUSDT,"['LTCUSDT', 'DOGEUSDT']",2107.3903552324464,0.28080709794851566
DOGEUSDT,"['ETHUSDT', 'LTCUSDT']",-0.14280335510475722,0.3770984584668873
DOGEUSDT,"['LTCUSDT', 'ETHUSDT']",-0.14280335510478379,0.3770984584668907
LTCUSDT,"['ETHUSDT', 'DOGEUSDT']",33.65301804494672,0.39584387540348354
LTCUSDT,"['DOGEUSDT', 'ETHUSDT']",33.653018044921,0.3958438754034752
ETHUSDT,"['DOGEUSDT', 'XLMUSDT']",2609.970929729437,0.21492022676626166
ETHUSDT,"['XLMUSDT', 'DOGEUSDT']",2609.9709297294226,0.2149202267662631
DOGEUSDT,"['ETHUSDT', 'XLMUSDT']",-0.04856773650058256,0.47184538545950294
DOGEUSDT,"['XLMUSDT', 'ETHUSDT']",-0.04856773650064311,0.4718453854595094
XLMUSDT,"['ETHUSDT', 'DOGEUSDT']",-0.026183326801326595,0.41365332908348695
XLMUSDT,"['DOGEUSDT', 'ETHUSDT']",-0.02618332680155879,0.41365332908349217
ETHUSDT,"['DOGEUSDT', 'AVAXUSDT']",1774.9389307290226,0.4607607035500899
ETHUSDT,"['AVAXUSDT', 'DOGEUSDT']",1774.9389307290262,0.46076070355009
DOGEUSDT,"['ETHUSDT', 'AVAXUSDT']",-0.087832420435107,0.21377874647211415
DOGEUSDT,"['AVAXUSDT', 'ETHUSDT']",-0.0878324204351118,0.2137787464721127
AVAXUSDT,"['ETHUSDT', 'DOGEUSDT']",0.3747019903129602,0.395857916871555
AVAXUSDT,"['DOGEUSDT', 'ETHUSDT']",0.37470199031197804,0.3958579168715508
ETHUSDT,"['LINKUSDT', 'SOLUSDT']",1337.085125903361,0.5006809285405759
ETHUSDT,"['SOLUSDT', 'LINKUSDT']",1337.0851259033136,0.5006809285405737
LINKUSDT,"['ETHUSDT', 'SOLUSDT']",0.2273467778868754,0.3592014519594603
LINKUSDT,"['SOLUSDT', 'ETHUSDT']",0.2273467778876921,0.3592014519594583
SOLUSDT,"['ETHUSDT', 'LINKUSDT']",33.24309856204769,0.292509443178392
SOLUSDT,"['LINKUSDT', 'ETHUSDT']",33.24309856205426,0.29250944317839145
ETHUSDT,"['LINKUSDT', 'WBTC']",2460.514893639378,0.3621325016148743
ETHUSDT,"['WBTC', 'LINKUSDT']",2460.514893638364,0.36213250161487176
LINKUSDT,"['ETHUSDT', 'WBTC']",10.559151655716663,0.37703916299162943
LINKUSDT,"['WBTC', 'ETHUSDT']",10.559151655697145,0.37703916299164075
WBTC,"['ETHUSDT', 'LINKUSDT']",1.0902136916848022,0.0733768605348909
WBTC,"['LINKUSDT', 'ETHUSDT']",1.0902136916848097,0.0733768605348889
ETHUSDT,"['LINKUSDT', 'XRPUSDT']",1655.4799264459339,0.43955402538815913
ETHUSDT,"['XRPUSDT', 'LINKUSDT']",1655.4799264458654,0.4395540253881589
LINKUSDT,"['ETHUSDT', 'XRPUSDT']",0.6066586542500694,0.7093231549857882
LINKUSDT,"['XRPUSDT', 'ETHUSDT']",0.606658654250339,0.7093231549857882
XRPUSDT,"['ETHUSDT', 'LINKUSDT']",-0.17497482733570643,0.5702419997173194
XRPUSDT,"['LINKUSDT', 'ETHUSDT']",-0.17497482733582687,0.5702419997173176
ETHUSDT,"['LINKUSDT', 'BCHUSDT']",1603.0348253807351,0.35859310660025834
ETHUSDT,"['BCHUSDT', 'LINKUSDT']",1603.034825378792,0.3585931066002608
LINKUSDT,"['ETHUSDT', 'BCHUSDT']",-13.19093767881669,0.3595290577991893
LINKUSDT,"['BCHUSDT', 'ETHUSDT']",-13.190937678844014,0.3595290577991793
BCHUSDT,"['ETHUSDT', 'LINKUSDT']",0.9862508078796981,0.0031552210810991133
BCHUSDT,"['LINKUSDT', 'ETHUSDT']",0.9862508078797039,0.003155221081093229
ETHUSDT,"['LINKUSDT', 'DAIUSDT']",1603.0348253807351,0.35859310660025834
ETHUSDT,"['DAIUSDT', 'LINKUSDT']",1603.034825378792,0.3585931066002608
LINKUSDT,"['ETHUSDT', 'DAIUSDT']",-13.19093767881669,0.3595290577991893
LINKUSDT,"['DAIUSDT', 'ETHUSDT']",-13.190937678844014,0.3595290577991793
DAIUSDT,"['ETHUSDT', 'LINKUSDT']",0.9862508078796981,0.0031552210810991133
DAIUSDT,"['LINKUSDT', 'ETHUSDT']",0.9862508078797039,0.003155221081093229
ETHUSDT,"['LINKUSDT', 'LTCUSDT']",1926.1903817533207,0.3587997224582453
ETHUSDT,"['LTCUSDT', 'LINKUSDT']",1926.1903817532461,0.3587997224582429
LINKUSDT,"['ETHUSDT', 'LTCUSDT']",-3.495194283157809,0.6858370216143713
LINKUSDT,"['LTCUSDT', 'ETHUSDT']",-3.4951942831595817,0.6858370216143713
LTCUSDT,"['ETHUSDT', 'LINKUSDT']",24.72263544132651,0.6244631490837562
LTCUSDT,"['LINKUSDT', 'ETHUSDT']",24.722635441325757,0.6244631490837556
ETHUSDT,"['LINKUSDT', 'XLMUSDT']",1791.4251325620135,0.379943726346742
ETHUSDT,"['XLMUSDT', 'LINKUSDT']",1791.4251325620244,0.3799437263467407
LINKUSDT,"['ETHUSDT', 'XLMUSDT']",2.1839469314338316,0.687368556502905
LINKUSDT,"['XLMUSDT', 'ETHUSDT']",2.183946931430735,0.6873685565029118
XLMUSDT,"['ETHUSDT', 'LINKUSDT']",-0.10376078933139228,0.5722462567379875
XLMUSDT,"['LINKUSDT', 'ETHUSDT']",-0.1037607893314057,0.572246256737988
ETHUSDT,"['LINKUSDT', 'AVAXUSDT']",1687.0225565302894,0.4451625655651099
ETHUSDT,"['AVAXUSDT', 'LINKUSDT']",1687.02255653029,0.44516256556511025
LINKUSDT,"['ETHUSDT', 'AVAXUSDT']",0.15193043272019024,0.5228070432243862
LINKUSDT,"['AVAXUSDT', 'ETHUSDT']",0.15193043272030335,0.5228070432243876
AVAXUSDT,"['ETHUSDT', 'LINKUSDT']",-0.2788818977365058,0.5480856711041515
AVAXUSDT,"['LINKUSDT', 'ETHUSDT']",-0.27888189773590766,0.5480856711041495
ETHUSDT,"['SOLUSDT', 'WBTC']",2668.5098891170956,0.29946861582130313
ETHUSDT,"['WBTC', 'SOLUSDT']",2668.509889116028,0.29946861582130835
SOLUSDT,"['ETHUSDT', 'WBTC']",115.55556747431334,0.3076886189309347
SOLUSDT,"['WBTC', 'ETHUSDT']",115.55556747416428,0.3076886189309358
WBTC,"['ETHUSDT', 'SOLUSDT']",1.0997613897642855,0.06729406867637022
WBTC,"['SOLUSDT', 'ETHUSDT']",1.099761389764303,0.06729406867637333
ETHUSDT,"['SOLUSDT', 'XRPUSDT']",1919.3260397834915,0.29411249369978176
ETHUSDT,"['XRPUSDT', 'SOLUSDT']",1919.3260397835247,0.2941124936997819
SOLUSDT,"['ETHUSDT', 'XRPUSDT']",34.78176958224708,0.3399587455000802
SOLUSDT,"['XRPUSDT', 'ETHUSDT']",34.78176958224918,0.33995874550007965
XRPUSDT,"['ETHUSDT', 'SOLUSDT']",-0.3815553644203101,0.11613591930552214
XRPUSDT,"['SOLUSDT', 'ETHUSDT']",-0.38155536442037014,0.11613591930552336
ETHUSDT,"['SOLUSDT', 'BCHUSDT']",-587.9956412784311,0.2944818868702118
ETHUSDT,"['BCHUSDT', 'SOLUSDT']",-587.9956412835388,0.2944818868702158
SOLUSDT,"['ETHUSDT', 'BCHUSDT']",189.2486687463144,0.2936628009178579
SOLUSDT,"['BCHUSDT', 'ETHUSDT']",189.24866874647398,0.29366280091786034
BCHUSDT,"['ETHUSDT', 'SOLUSDT']",0.9868204686723944,0.004271224207113455
BCHUSDT,"['SOLUSDT', 'ETHUSDT']",0.9868204686723958,0.004271224207111457
ETHUSDT,"['SOLUSDT', 'DAIUSDT']",-587.9956412784311,0.2944818868702118
ETHUSDT,"['DAIUSDT', 'SOLUSDT']",-587.9956412835388,0.2944818868702158
SOLUSDT,"['ETHUSDT', 'DAIUSDT']",189.2486687463144,0.2936628009178579
SOLUSDT,"['DAIUSDT', 'ETHUSDT']",189.24866874647398,0.29366280091786034
DAIUSDT,"['ETHUSDT', 'SOLUSDT']",0.9868204686723944,0.004271224207113455
DAIUSDT,"['SOLUSDT', 'ETHUSDT']",0.9868204686723958,0.004271224207111457
ETHUSDT,"['SOLUSDT', 'LTCUSDT']",1502.3622830419854,0.3793369154842614
ETHUSDT,"['LTCUSDT', 'SOLUSDT']",1502.3622830419608,0.3793369154842614
SOLUSDT,"['ETHUSDT', 'LTCUSDT']",25.34863136181297,0.31337485774252516
SOLUSDT,"['LTCUSDT', 'ETHUSDT']",25.348631361809552,0.3133748577425268
LTCUSDT,"['ETHUSDT', 'SOLUSDT']",21.874140458063707,0.256607580671218
LTCUSDT,"['SOLUSDT', 'ETHUSDT']",21.87414045806495,0.2566075806712176
ETHUSDT,"['SOLUSDT', 'XLMUSDT']",1943.9250698383776,0.3097578744933627
ETHUSDT,"['XLMUSDT', 'SOLUSDT']",1943.9250698383617,0.30975787449336245
SOLUSDT,"['ETHUSDT', 'XLMUSDT']",40.88199119968054,0.3539713739905609
SOLUSDT,"['XLMUSDT', 'ETHUSDT']",40.88199119967415,0.35397137399055423
XLMUSDT,"['ETHUSDT', 'SOLUSDT']",-0.13948885034529113,0.19940329804795465
XLMUSDT,"['SOLUSDT', 'ETHUSDT']",-0.1394888503452979,0.19940329804795376
ETHUSDT,"['SOLUSDT', 'AVAXUSDT']",1277.575396258448,0.525538148788444
ETHUSDT,"['AVAXUSDT', 'SOLUSDT']",1277.5753962584804,0.525538148788444
SOLUSDT,"['ETHUSDT', 'AVAXUSDT']",33.17685806216544,0.2932631396523897
SOLUSDT,"['AVAXUSDT', 'ETHUSDT']",33.176858062162296,0.29326313965238837
AVAXUSDT,"['ETHUSDT', 'SOLUSDT']",0.16510215542835327,0.3937933431404389
AVAXUSDT,"['SOLUSDT', 'ETHUSDT']",0.16510215543008097,0.39379334314043746
ETHUSDT,"['WBTC', 'XRPUSDT']",4418.694496648284,0.0876447994223114
ETHUSDT,"['XRPUSDT', 'WBTC']",4418.6944966514075,0.08764479942231185
WBTC,"['ETHUSDT', 'XRPUSDT']",1.089086259958215,0.05017350685368549
WBTC,"['XRPUSDT', 'ETHUSDT']",1.08908625995822,0.05017350685368771
XRPUSDT,"['ETHUSDT', 'WBTC']",0.8032467558800838,0.0559056131497605
XRPUSDT,"['WBTC', 'ETHUSDT']",0.8032467558782264,0.05590561314976494
ETHUSDT,"['WBTC', 'BCHUSDT']",3036.3965780527506,0.047084549669967224
ETHUSDT,"['BCHUSDT', 'WBTC']",3036.3965780441313,0.04708454966997622
WBTC,"['ETHUSDT', 'BCHUSDT']",1.191504947654772,0.04613790166241627
WBTC,"['BCHUSDT', 'ETHUSDT']",1.1915049476544337,0.046137901662403835
BCHUSDT,"['ETHUSDT', 'WBTC']",0.9892902848134499,0.0019063231351416077
BCHUSDT,"['WBTC', 'ETHUSDT']",0.9892902848136005,0.001906323135113852
ETHUSDT,"['WBTC', 'DAIUSDT']",3036.3965780527506,0.047084549669967224
ETHUSDT,"['DAIUSDT', 'WBTC']",3036.3965780441313,0.04708454966997622
WBTC,"['ETHUSDT', 'DAIUSDT']",1.191504947654772,0.04613790166241627
WBTC,"['DAIUSDT', 'ETHUSDT']",1.1915049476544337,0.046137901662403835
DAIUSDT,"['ETHUSDT', 'WBTC']",0.9892902848134499,0.0019063231351416077
DAIUSDT,"['WBTC', 'ETHUSDT']",0.9892902848136005,0.001906323135113852
ETHUSDT,"['WBTC', 'LTCUSDT']",3089.879766276611,0.24917907584045385
ETHUSDT,"['LTCUSDT', 'WBTC']",3089.8797662788807,0.24917907584045362
WBTC,"['ETHUSDT', 'LTCUSDT']",1.0985701685978624,0.05487675394010971
WBTC,"['LTCUSDT', 'ETHUSDT']",1.0985701685978477,0.05487675394011382
LTCUSDT,"['ETHUSDT', 'WBTC']",54.87726407131798,0.24047232349190306
LTCUSDT,"['WBTC', 'ETHUSDT']",54.87726407126634,0.24047232349191283
ETHUSDT,"['WBTC', 'XLMUSDT']",4045.219650152947,0.14574454644623103
ETHUSDT,"['XLMUSDT', 'WBTC']",4045.2196501553744,0.1457445464462367
WBTC,"['ETHUSDT', 'XLMUSDT']",1.0838688829236875,0.058981161758500655
WBTC,"['XLMUSDT', 'ETHUSDT']",1.0838688829237078,0.05898116175849932
XLMUSDT,"['ETHUSDT', 'WBTC']",0.15047674069342698,0.13440032521902723
XLMUSDT,"['WBTC', 'ETHUSDT']",0.1504767406929276,0.13440032521903733
ETHUSDT,"['WBTC', 'AVAXUSDT']",1966.8664693857816,0.39268508649601586
ETHUSDT,"['AVAXUSDT', 'WBTC']",1966.8664693854457,0.39268508649601863
WBTC,"['ETHUSDT', 'AVAXUSDT']",1.0895093309817159,0.10432292805274923
WBTC,"['AVAXUSDT', 'ETHUSDT']",1.089509330981718,0.10432292805275356
AVAXUSDT,"['ETHUSDT', 'WBTC']",29.912422139006217,0.4297423134228615
AVAXUSDT,"['WBTC', 'ETHUSDT']",29.912422138949427,0.4297423134228593
ETHUSDT,"['XRPUSDT', 'BCHUSDT']",863.9150808616591,0.053422527790601415
ETHUSDT,"['BCHUSDT', 'XRPUSDT']",863.915080857324,0.05342252779059775
XRPUSDT,"['ETHUSDT', 'BCHUSDT']",1.3396174592749683,0.05196558894018766
XRPUSDT,"['BCHUSDT', 'ETHUSDT']",1.33961745927673,0.051965588940190766
BCHUSDT,"['ETHUSDT', 'XRPUSDT']",0.9862258839179601,0.0019813050055015324
BCHUSDT,"['XRPUSDT', 'ETHUSDT']",0.9862258839179661,0.0019813050055009773
ETHUSDT,"['XRPUSDT', 'DAIUSDT']",863.9150808616591,0.053422527790601415
ETHUSDT,"['DAIUSDT', 'XRPUSDT']",863.915080857324,0.05342252779059775
XRPUSDT,"['ETHUSDT', 'DAIUSDT']",1.3396174592749683,0.05196558894018766
XRPUSDT,"['DAIUSDT', 'ETHUSDT']",1.33961745927673,0.051965588940190766
DAIUSDT,"['ETHUSDT', 'XRPUSDT']",0.9862258839179601,0.0019813050055015324
DAIUSDT,"['XRPUSDT', 'ETHUSDT']",0.9862258839179661,0.0019813050055009773
ETHUSDT,"['XRPUSDT', 'LTCUSDT']",1093.2578912772976,0.38047457291116304
ETHUSDT,"['LTCUSDT', 'XRPUSDT']",1093.2578912770696,0.3804745729111709
XRPUSDT,"['ETHUSDT', 'LTCUSDT']",-1.1955231592188564,0.7990261769979057
XRPUSDT,"['LTCUSDT', 'ETHUSDT']",-1.1955231592194184,0.7990261769979065
LTCUSDT,"['ETHUSDT', 'XRPUSDT']",28.085626748697095,0.83751116830717
LTCUSDT,"['XRPUSDT', 'ETHUSDT']",28.0856267486985,0.8375111683071699
ETHUSDT,"['XRPUSDT', 'XLMUSDT']",2775.3236742232625,0.19904662973142384
ETHUSDT,"['XLMUSDT', 'XRPUSDT']",2775.323674223315,0.19904662973142262
XRPUSDT,"['ETHUSDT', 'XLMUSDT']",0.47332622356540655,0.882690359465911
XRPUSDT,"['XLMUSDT', 'ETHUSDT']",0.4733262235642448,0.8826903594659108
XLMUSDT,"['ETHUSDT', 'XRPUSDT']",-0.07906462597765243,0.8914371253737874
XLMUSDT,"['XRPUSDT', 'ETHUSDT']",-0.07906462597764653,0.891437125373787
ETHUSDT,"['XRPUSDT', 'AVAXUSDT']",1816.8070912546298,0.40826950441040366
ETHUSDT,"['AVAXUSDT', 'XRPUSDT']",1816.80709125455,0.4082695044104053
XRPUSDT,"['ETHUSDT', 'AVAXUSDT']",-0.15581353187867014,0.052476436037847574
XRPUSDT,"['AVAXUSDT', 'ETHUSDT']",-0.15581353187868982,0.05247643603784646
AVAXUSDT,"['ETHUSDT', 'XRPUSDT']",-0.1308626319891264,0.393070043603826
AVAXUSDT,"['XRPUSDT', 'ETHUSDT']",-0.13086263198867945,0.3930700436038269
ETHUSDT,"['BCHUSDT', 'DAIUSDT']",1008.0144931841564,0.001479851591011938
ETHUSDT,"['DAIUSDT', 'BCHUSDT']",1008.0144931841564,0.001479851591011938
BCHUSDT,"['ETHUSDT', 'DAIUSDT']",2.454932958306788e-13,1.0
BCHUSDT,"['DAIUSDT', 'ETHUSDT']",-1.7045670430704263e-12,1.0
DAIUSDT,"['ETHUSDT', 'BCHUSDT']",2.454932958306788e-13,1.0
DAIUSDT,"['BCHUSDT', 'ETHUSDT']",-1.7045670430704263e-12,1.0
ETHUSDT,"['BCHUSDT', 'LTCUSDT']",90.61681986747556,0.23485482365378674
ETHUSDT,"['LTCUSDT', 'BCHUSDT']",90.61681987146258,0.23485482365377697
BCHUSDT,"['ETHUSDT', 'LTCUSDT']",0.9865897329246216,0.002115646399194704
BCHUSDT,"['LTCUSDT', 'ETHUSDT']",0.9865897329246043,0.002115646399195148
LTCUSDT,"['ETHUSDT', 'BCHUSDT']",62.70087875035696,0.2336102988306109
LTCUSDT,"['BCHUSDT', 'ETHUSDT']",62.700878750373136,0.2336102988306138
ETHUSDT,"['BCHUSDT', 'XLMUSDT']",856.411302412088,0.12397311490456508
ETHUSDT,"['XLMUSDT', 'BCHUSDT']",856.4113024167641,0.12397311490457019
BCHUSDT,"['ETHUSDT', 'XLMUSDT']",0.9861317532911213,0.0018631518341675202
BCHUSDT,"['XLMUSDT', 'ETHUSDT']",0.9861317532911302,0.0018631518341926112
XLMUSDT,"['ETHUSDT', 'BCHUSDT']",0.08323314237470862,0.12254845326555275
XLMUSDT,"['BCHUSDT', 'ETHUSDT']",0.08323314237490534,0.1225484532655533
ETHUSDT,"['BCHUSDT', 'AVAXUSDT']",1469.2728147061998,0.3925871107907838
ETHUSDT,"['AVAXUSDT', 'BCHUSDT']",1469.2728147083058,0.3925871107907838
BCHUSDT,"['ETHUSDT', 'AVAXUSDT']",0.9862716445810658,0.0027631806134824632
BCHUSDT,"['AVAXUSDT', 'ETHUSDT']",0.9862716445810691,0.00276318061348646
AVAXUSDT,"['ETHUSDT', 'BCHUSDT']",-22.831321962996586,0.39321856603593164
AVAXUSDT,"['BCHUSDT', 'ETHUSDT']",-22.83132196304545,0.39321856603592853
ETHUSDT,"['DAIUSDT', 'LTCUSDT']",90.61681986747556,0.23485482365378674
ETHUSDT,"['LTCUSDT', 'DAIUSDT']",90.61681987146258,0.23485482365377697
DAIUSDT,"['ETHUSDT', 'LTCUSDT']",0.9865897329246216,0.002115646399194704
DAIUSDT,"['LTCUSDT', 'ETHUSDT']",0.9865897329246043,0.002115646399195148
LTCUSDT,"['ETHUSDT', 'DAIUSDT']",62.70087875035696,0.2336102988306109
LTCUSDT,"['DAIUSDT', 'ETHUSDT']",62.700878750373136,0.2336102988306138
ETHUSDT,"['DAIUSDT', 'XLMUSDT']",856.411302412088,0.12397311490456508
ETHUSDT,"['XLMUSDT', 'DAIUSDT']",856.4113024167641,0.12397311490457019
DAIUSDT,"['ETHUSDT', 'XLMUSDT']",0.9861317532911213,0.0018631518341675202
DAIUSDT,"['XLMUSDT', 'ETHUSDT']",0.9861317532911302,0.0018631518341926112
XLMUSDT,"['ETHUSDT', 'DAIUSDT']",0.08323314237470862,0.12254845326555275
XLMUSDT,"['DAIUSDT', 'ETHUSDT']",0.08323314237490534,0.1225484532655533
ETHUSDT,"['DAIUSDT', 'AVAXUSDT']",1469.2728147061998,0.3925871107907838
ETHUSDT,"['AVAXUSDT', 'DAIUSDT']",1469.2728147083058,0.3925871107907838
DAIUSDT,"['ETHUSDT', 'AVAXUSDT']",0.9862716445810658,0.0027631806134824632
DAIUSDT,"['AVAXUSDT', 'ETHUSDT']",0.9862716445810691,0.00276318061348646
AVAXUSDT,"['ETHUSDT', 'DAIUSDT']",-22.831321962996586,0.39321856603593164
AVAXUSDT,"['DAIUSDT', 'ETHUSDT']",-22.83132196304545,0.39321856603592853
ETHUSDT,"['LTCUSDT', 'XLMUSDT']",1805.9100849066037,0.2452142148521832
ETHUSDT,"['XLMUSDT', 'LTCUSDT']",1805.9100849068395,0.24521421485218253
LTCUSDT,"['ETHUSDT', 'XLMUSDT']",37.005424469151734,0.7545607155636733
LTCUSDT,"['XLMUSDT', 'ETHUSDT']",37.00542446913216,0.7545607155636664
XLMUSDT,"['ETHUSDT', 'LTCUSDT']",-0.24605457621395893,0.7190638125424568
XLMUSDT,"['LTCUSDT', 'ETHUSDT']",-0.2460545762140339,0.7190638125424593
ETHUSDT,"['LTCUSDT', 'AVAXUSDT']",1531.151531310697,0.44535390537304753
ETHUSDT,"['AVAXUSDT', 'LTCUSDT']",1531.1515313108805,0.44535390537304487
LTCUSDT,"['ETHUSDT', 'AVAXUSDT']",25.194920946746876,0.26509150927982483
LTCUSDT,"['AVAXUSDT', 'ETHUSDT']",25.19492094674665,0.26509150927982394
AVAXUSDT,"['ETHUSDT', 'LTCUSDT']",-2.2014113705710745,0.417765685767153
AVAXUSDT,"['LTCUSDT', 'ETHUSDT']",-2.2014113705718135,0.417765685767155
ETHUSDT,"['XLMUSDT', 'AVAXUSDT']",1847.0803236265433,0.4140277222693659
ETHUSDT,"['AVAXUSDT', 'XLMUSDT']",1847.0803236266715,0.41402772226936024
XLMUSDT,"['ETHUSDT', 'AVAXUSDT']",-0.10057060035794228,0.14558804221674393
XLMUSDT,"['AVAXUSDT', 'ETHUSDT']",-0.10057060035794346,0.14558804221674604
AVAXUSDT,"['ETHUSDT', 'XLMUSDT']",0.7610889520779099,0.408617809292102
AVAXUSDT,"['XLMUSDT', 'ETHUSDT']",0.7610889520781929,0.40861780929210023
ADAUSDT,"['BNBUSDT', 'DOGEUSDT']",0.2699125298228916,0.41021497302222565
ADAUSDT,"['DOGEUSDT', 'BNBUSDT']",0.2699125298228223,0.41021497302222476
BNBUSDT,"['ADAUSDT', 'DOGEUSDT']",422.21226366240364,0.39674075493666594
BNBUSDT,"['DOGEUSDT', 'ADAUSDT']",422.2122636624056,0.3967407549366657
DOGEUSDT,"['ADAUSDT', 'BNBUSDT']",-0.13205023667935858,0.5668441345099431
DOGEUSDT,"['BNBUSDT', 'ADAUSDT']",-0.1320502366793564,0.5668441345099422
ADAUSDT,"['BNBUSDT', 'LINKUSDT']",-0.3392192962578982,0.8016973402993828
ADAUSDT,"['LINKUSDT', 'BNBUSDT']",-0.33921929625787606,0.8016973402993828
BNBUSDT,"['ADAUSDT', 'LINKUSDT']",491.4065964367977,0.19569868684750524
BNBUSDT,"['LINKUSDT', 'ADAUSDT']",491.40659643683307,0.19569868684750824
LINKUSDT,"['ADAUSDT', 'BNBUSDT']",8.032891923408231,0.7817619500562897
LINKUSDT,"['BNBUSDT', 'ADAUSDT']",8.032891923411455,0.7817619500562915
ADAUSDT,"['BNBUSDT', 'SOLUSDT']",0.05996508468962827,0.1969082059078895
ADAUSDT,"['SOLUSDT', 'BNBUSDT']",0.05996508468967328,0.1969082059078905
BNBUSDT,"['ADAUSDT', 'SOLUSDT']",194.6880894682928,0.5663998310805884
BNBUSDT,"['SOLUSDT', 'ADAUSDT']",194.68808946826613,0.56639983108059
SOLUSDT,"['ADAUSDT', 'BNBUSDT']",18.580005747263936,0.5592448593809141
SOLUSDT,"['BNBUSDT', 'ADAUSDT']",18.58000574724639,0.5592448593809158
ADAUSDT,"['BNBUSDT', 'WBTC']",0.9889765802281943,0.23336682436362466
ADAUSDT,"['WBTC', 'BNBUSDT']",0.988976580225968,0.2333668243636169
BNBUSDT,"['ADAUSDT', 'WBTC']",354.6510903726667,0.17983969420216372
BNBUSDT,"['WBTC', 'ADAUSDT']",354.65109037297566,0.17983969420215817
WBTC,"['ADAUSDT', 'BNBUSDT']",1.0343196379463118,0.07183882358330862
WBTC,"['BNBUSDT', 'ADAUSDT']",1.0343196379462567,0.07183882358330695
ADAUSDT,"['BNBUSDT', 'XRPUSDT']",0.41118963788029395,0.7095972478655005
ADAUSDT,"['XRPUSDT', 'BNBUSDT']",0.4111896378803218,0.7095972478655015
BNBUSDT,"['ADAUSDT', 'XRPUSDT']",509.7355847357906,0.32153782228922656
BNBUSDT,"['XRPUSDT', 'ADAUSDT']",509.7355847357853,0.3215378222892249
XRPUSDT,"['ADAUSDT', 'BNBUSDT']",-1.5293910853122314,0.7575073999359578
XRPUSDT,"['BNBUSDT', 'ADAUSDT']",-1.529391085311896,0.7575073999359553
ADAUSDT,"['BNBUSDT', 'BCHUSDT']",0.43561439652091316,0.1780185009470555
ADAUSDT,"['BCHUSDT', 'BNBUSDT']",0.4356143965212391,0.17801850094705307
BNBUSDT,"['ADAUSDT', 'BCHUSDT']",190.63919060277937,0.17831200547543835
BNBUSDT,"['BCHUSDT', 'ADAUSDT']",190.63919060213144,0.1783120054754338
